7:29,224,1023,331,899,70405,302,2734,21911,2108£¬
36330:17,680,58,302,29,554,83106,917,44340,317,
36342:27883,3231,17087,17,736,616,31887,1550,4275,8166,
36355:5215,27027,7680,1919,18476,9341,105524,43152,41954,5353,
36358:19141,7775,87731,88737,17,302,654,76,616,58,
36375:17,302,654,76,616,58,8,866,84,29,
36385:2169,28416,29335,40825,56693,60059,17,302,654,76,
36393:17,302,654,76,616,58,8,866,84,29,
36418:17,302,654,76,616,58,8,866,84,29,
36419:17,302,654,76,616,58,8,866,84,29,
36420:249,698,70255,953,966,17367,45923,17,302,654,
36468:103591,17,302,654,76,616,58,8,866,84,
36470:17,302,654,76,616,58,8,866,84,29,
36471:17,302,654,76,616,58,8,866,84,29,
36488:409,41725,4210,485,486,48899,5312,5602,56491,5794,
36499:17,302,654,76,616,58,8,866,84,29,
36508:11326,94847,1578,109195,9431,87043,4935,4072,24990,986,
36561:3599,36987,37624,38800,4174,45674,46869,47347,55309,559,
36563:3167,111088,44883,88561,73793,70705,54976,54534,44,10016,
36564:986,29174,2757,2379,57656,1888,2967,81,65505,3756,
36585:6097,6544,7045,2520,32532,89668,99299,122131,2337,31130,
36595:61218,17,302,654,76,616,58,8,866,84,
36607:49230,95123,83349,9054,866,84,83166,774,650,60026,
36620:30505,3328,4825,61569,8069,931,112487,11679,16068,24581,
36642:99621,96850,8734,85260,6982,696,5527,53765,51091,483,
36656:17,302,654,76,616,58,8,866,84,29,
36689:17,302,654,76,616,58,8,866,84,29,
36696:669,60427,45886,56139,16965,106901,113932,14915,8322,17841,
36708:19132,70506,11092,22190,28190,1280,38640,10146,39,109897,
36723:64244,68826,59582,105630,89362,8611,43037,40273,20618,82532,
36727:986,94793,848,64290,5122,41715,2917,30095,3423,4048,
36730:48725,17,302,654,76,616,58,8,866,84,
36790:17,302,654,76,616,58,8,866,84,29,
36797:118569,88614,84854,57951,1965,95534,65,5188,17,59738,
36902:17,302,654,76,616,58,8,866,84,29,
36948:12886,75562,15364,14832,2955,2185,289,654,394,119851,
36960:1382,11817,17,486,78626,87239,17,302,654,76,
36961:17,302,654,76,616,58,8,866,84,29,
36966:23314,39888,61809,90241,17,302,654,76,616,58,
36979:17,302,654,76,616,58,8,866,84,29,
37050:87085,56699,5610,5462,5398,5286,51780,5178,510,508,
37053:669,112973,91027,101157,102234,19528,19823,45886,5880,6225,
37054:17,302,654,76,616,58,8,866,84,29,
37058:28951,29321,54596,71322,110753,1884,358,866,17,302,
37078:81,3939,1884,71347,76,2525,7211,3423,1888,226,
37088:50243,81,17,302,654,76,616,58,8,866,
37143:17,302,654,76,616,58,8,866,84,29,
37160:4755,189,1352,1712,22312,63939,10041,1527,3107,4568,
37165:114,902,17,302,654,76,616,58,8,866,
37175:2450,65445,16515,17,2200,327,642,75294,17,302,
37177:11576,17,302,654,76,616,58,8,866,84,
37178:24948,108998,103858,17,302,654,76,616,58,8,
37212:1604,13893,5851,37503,39963,83595,78787,79127,52477,64389,
37222:510,39243,32366,44757,27224,69264,3489,31694,12130,1703,
37240:62487,76735,17,302,654,76,616,58,8,866,
37255:17,302,654,76,616,58,8,866,84,29,
37266:17,302,654,76,616,58,8,866,84,29,
37272:17,302,654,76,616,58,8,866,84,29,
37291:17,302,654,76,616,58,8,866,84,29,
37308:17,302,654,76,616,58,8,866,84,29,
37313:17,302,654,76,616,58,8,866,84,29,
37342:17,71015,118237,7989,61,34383,3191,302,2734,2937,
37358:302,11579,29,1102,84,273,654,1549,650,224,
37380:17,302,654,76,616,58,8,866,84,29,
37389:463,76,17,302,654,76,616,58,8,866,
37398:107255,117732,118152,14918,2401,24010,30995,36535,49277,56333,
37399:17,302,654,76,616,58,8,866,84,29,
37404:17,302,654,76,616,58,8,866,84,29,
37443:13763,49490,565,74444,94631,17,302,654,76,616,
37446:63048,17,302,654,76,616,58,8,866,84,
37480:10493,56965,30357,51124,37898,7070,98661,54703,9794,1803,
37501:226,24481,40197,500,64030,70,17,302,654,76,
37515:17,302,654,76,616,58,8,866,84,29,
37516:61218,17,302,654,76,616,58,8,866,84,
37521:17,302,654,76,616,58,8,866,84,29,
37523:32448,9599,2967,5819,56031,54942,53381,48751,48734,46740,
37530:65,48239,18251,67167,1539,7312,25725,119,49133,2955,
37570:17,302,654,76,616,58,8,866,84,29,
37585:17,302,654,76,616,58,8,866,84,29,
37588:17,302,654,76,616,58,8,866,84,29,
37606:2142,17,302,654,76,616,58,8,866,84,
37666:17,302,654,76,616,58,8,866,84,29,
37676:122379,19621,22046,415,68498,91460,119109,18536,2178,17,
37692:17,302,654,76,616,58,8,866,84,29,
37701:103591,17,302,654,76,616,58,8,866,84,
37708:17,302,654,76,616,58,8,866,84,29,
37731:24530,103066,16996,8231,4566,568,162,66946,111499,1957,
37735:22150,40165,17,302,654,76,616,58,8,866,
37753:17,302,654,76,616,58,8,866,84,29,
37767:17,302,654,76,616,58,8,866,84,29,
37790:17,302,654,76,616,58,8,866,84,29,
37816:17,302,654,76,616,58,8,866,84,29,
37849:17,302,654,76,616,58,8,866,84,29,
37876:80222,17,302,654,76,616,58,8,866,84,
37878:17,302,654,76,616,58,8,866,84,29,
37910:17,302,654,76,616,58,8,866,84,29,
37911:17,616,736,70,650,564,302,29,76,5048,
37912:17,302,654,76,616,58,8,866,84,29,
37918:17,302,654,76,616,58,8,866,84,29,
37924:17,302,654,76,616,58,8,866,84,29,
37934:354,17,302,654,76,616,58,8,866,84,
37971:55895,98935,71206,51444,91389,86531,837,80675,8,7501,
37987:21285,22597,550,1749,24335,17071,44156,1509,41991,3718,
37988:105164,10662,86479,17,302,654,76,616,58,8,
37989:17,302,654,76,616,58,8,866,84,29,
38028:17,302,654,76,616,58,8,866,84,29,
38029:14754,168,53440,5405,17,302,654,76,616,58,
38037:17,302,654,76,616,58,8,866,84,29,
38057:13260,17,302,654,76,616,58,8,866,84,
38073:947,61,17,294,8,301,62,76,358,486,
38080:107890,885,347,21244,500,68021,46,4534,3737,361,
38088:17,302,654,76,616,58,8,866,84,29,
38108:1102,113535,29342,43491,78573,91536,17,302,654,76,
38168:9612,7484,7225,719,661,4877,81228,45719,47785,12254,
38216:17,302,654,76,616,58,8,866,84,29,
38244:25540,3215,99039,8783,4146,11367,36075,72301,37421,17,
38281:30750,431,95543,105051,123188,27910,29775,398,40026,88055,
38362:1555,20881,10879,17,2064,17,302,654,76,616,
38367:1239,13060,3005,4702,105023,122,120841,8,654,182,
38376:17,302,654,76,616,58,8,866,84,29,
38391:17,302,654,76,616,58,8,866,84,29,
38431:17,302,654,76,616,58,8,866,84,29,
38445:17,302,654,76,616,58,8,866,84,29,
38451:1913,71312,2265,31633,698,24037,21913,2282,26170,7403,
38466:17,302,654,76,616,58,8,866,84,29,
38480:17,302,654,76,616,58,8,866,84,29,
38546:101563,27725,31521,40678,4594,54704,58199,6008,17,302,
38557:44922,4372,59847,1834,108843,97264,363,366,37393,38012,
38578:1462,138,30895,5738,17,521,5581,1102,1762,786,
38616:35186,109914,13306,2121,3137,62860,15641,8231,2435,262,
38645:10154,10316,10438,1556,17567,25317,3672,4475,5398,81,
38648:20938,5232,30948,373,30412,16710,594,5195,36862,3008,
38661:17,302,654,76,616,58,8,866,84,29,
38679:17,302,654,76,616,58,8,866,84,29,
38684:17,302,654,76,616,58,8,866,84,29,
38685:17,302,654,76,616,58,8,866,84,29,
38686:46663,62950,41679,53358,9414,7115,6,33947,93694,9930,
38691:15141,568,15,616,17,7210,470,483,103,41217,
38704:115011,23340,27641,32775,46870,49675,5491,56449,80495,86955,
38715:17,302,654,76,616,58,8,866,84,29,
38736:17,302,654,76,616,58,8,866,84,29,
38739:17,302,654,76,616,58,8,866,84,29,
38766:17,302,654,76,616,58,8,866,84,29,
38778:26767,30110,31496,17,302,654,76,616,58,8,
38786:6515,64013,60363,59555,58978,58835,54847,5365,50751,5074,
38813:17,302,654,76,616,58,8,866,84,29,
38868:17,4304,449,650,17,302,654,76,616,58,
38870:118092,13074,616,39554,60245,15,238,327,394,4967,
38878:91993,17,224,398,79428,17,302,654,76,616,
38888:66812,86058,86808,99983,82807,100407,17160,118749,21426,89371,
38897:17,302,654,76,616,58,8,866,84,29,
38945:17,302,654,76,616,58,8,866,84,29,
38967:5611,19029,44935,52233,67106,76460,17,302,654,76,
38983:17,302,654,76,616,58,8,866,84,29,
39003:17,302,654,76,616,58,8,866,84,29,
39005:17,302,654,76,616,58,8,866,84,29,
39021:45551,68950,108753,20491,39005,112014,60169,73033,80335,17,
39043:60566,50908,1902,89987,77627,69738,5084,44872,43876,41214,
39049:17,302,654,76,616,58,8,866,84,29,
39050:81,87462,80417,87561,4541,60597,58845,568,100072,15,
39052:17,302,654,76,616,58,8,866,84,29,
39074:17,302,654,76,616,58,8,866,84,29,
39083:36556,28852,2162,8308,3155,899,357,1885,43077,30108,
39084:75558,17,302,654,76,616,58,8,866,84,
39092:17,302,654,76,616,58,8,866,84,29,
39105:17,302,654,76,616,58,8,866,84,29,
39158:106428,79923,97325,100165,81695,40743,4320,4444,50400,77872,
39159:109809,11477,15746,176,25308,69007,9932,17,302,654,
39163:17,302,654,76,616,58,8,866,84,29,
39188:17,302,654,76,616,58,8,866,84,29,
39232:17,302,654,76,616,58,8,866,84,29,
39237:16972,5262,17,302,654,76,616,58,8,866,
39291:17,302,654,76,616,58,8,866,84,29,
39295:62347,17,302,654,76,616,58,8,866,84,
39296:17,302,654,76,616,58,8,866,84,29,
39308:88385,33970,45717,51298,2121,12549,91825,93726,8236,8151,
39379:95255,11914,68271,38961,407,42847,43575,44869,46022,54040,
39391:65137,6007,1444,98539,10046,616,185,750,568,90209,
39393:104518,84,27856,103152,1102,39,62,116070,14026,114,
39394:17,302,654,76,616,58,8,866,84,29,
39429:17,302,654,76,616,58,8,866,84,29,
39430:3867,39557,58,13523,17,285,23667,703,64969,301,
39432:47267,47452,68426,76957,17,302,654,76,616,58,
39458:17,302,654,76,616,58,8,866,84,29,
39469:12655,15560,29228,3241,44767,45288,49499,49842,17,302,
39515:441,2991,771,14419,48656,5574,59384,76,14399,8928,
39518:17,302,654,76,616,58,8,866,84,29,
39528:17,302,654,76,616,58,8,866,84,29,
39555:441,1002,6315,5574,9055,5083,42017,38225,38131,371,
39556:103591,113238,302,17,302,654,76,616,58,8,
39567:17,302,654,76,616,58,8,866,84,29,
39580:17,302,654,76,616,58,8,866,84,29,
39592:23398,13878,1122,99593,90739,116563,106861,1406,20937,112378,
39594:17,302,654,76,616,58,8,866,84,29,
39617:17,302,654,76,616,58,8,866,84,29,
39623:17,302,654,76,616,58,8,866,84,29,
39652:17,302,654,76,616,58,8,866,84,29,
39662:50336,17,302,654,76,616,58,8,866,84,
39693:18901,70,1462,79968,72296,6472,61574,56464,521,508,
39694:69150,118073,13694,42632,17,302,654,76,616,58,
39707:7324,84127,85038,113893,89303,66734,32065,6740,111888,110546,
39718:45746,88705,5262,31999,21624,1539,6328,1335,53537,6788,
39730:17,302,654,76,616,58,8,866,84,29,
39731:17,302,654,76,616,58,8,866,84,29,
39796:5738,115145,96493,15864,16883,36979,4425,63467,97940,17,
39821:8937,42306,1682,78183,76635,262,4696,4547,3976,3806,
39822:9789,3191,17,302,500,5465,1471,43222,6005,6033,
39863:22315,65071,17,302,654,76,616,58,8,866,
39865:17,302,654,76,616,58,8,866,84,29,
39876:17,302,654,76,616,58,8,866,84,29,
39877:25481,23964,8275,8446,54390,214,26509,36646,37575,61228,
39878:17,302,654,76,616,58,8,866,84,29,
39896:17,302,654,76,616,58,8,866,84,29,
39903:17,302,654,76,616,58,8,866,84,29,
39926:49486,50938,5094,510,518,5227,5413,542,544,554,
39927:17,302,654,76,616,58,8,866,84,29,
39932:17,302,654,76,616,58,8,866,84,29,
39940:44207,17,654,1119,568,32712,322,15749,22996,1165,
39967:17,302,654,76,616,58,8,866,84,29,
39979:122970,533,546,70,3509,226,52735,5738,16794,82993,
39983:17,302,654,76,616,58,8,866,84,29,
40040:17,302,654,76,616,58,8,866,84,29,
40043:17,302,654,76,616,58,8,866,84,29,
40053:90310,205,726,302,866,7993,5126,49395,4772,20345,
40055:17,302,654,76,616,58,8,866,84,29,
40069:533,1397,70142,306,2510,14203,18686,4656,41417,39127,
40098:17,302,654,76,616,58,8,866,84,29,
40101:17,2109,10600,76,32,117211,9621,34182,7989,273,
40115:37321,67172,31984,86554,97359,17,302,654,76,616,
40120:17,302,654,76,616,58,8,866,84,29,
40123:377,2982,23370,4481,109158,13865,70,533,1131,1023,
40129:17,302,654,76,616,58,8,866,84,29,
40149:17,302,654,76,616,58,8,866,84,29,
40158:5985,207,654,302,61,866,17,84,58,1102,
40163:17,302,654,76,616,58,8,866,84,29,
40189:17,302,654,76,616,58,8,866,84,29,
40190:21184,39390,35766,262,22966,45926,18129,6674,54625,51635,
40195:106935,2268,35427,65,83695,875,17,302,654,76,
40196:17,302,654,76,616,58,8,866,84,29,
40215:17,302,654,76,616,58,8,866,84,29,
40226:16789,58932,18546,57927,74235,34487,12197,6463,17,26327,
40229:17,302,654,76,616,58,8,866,84,29,
40234:616,17,654,1196,84,238,414,564,409,4765,
40235:15,1624,60279,7383,17,302,654,76,616,58,
40258:226,2582,3055,35229,89922,97407,4292,44,5767,72558,
40259:17,302,654,76,616,58,8,866,84,29,
40262:17,302,654,76,616,58,8,866,84,29,
40293:9655,247,7950,1193,16173,37591,44310,16793,121966,55482,
40307:17,302,654,76,616,58,8,866,84,29,
40308:37485,40193,45949,17,302,654,76,616,58,8,
40316:17,302,654,76,616,58,8,866,84,29,
40347:17,302,654,76,616,58,8,866,84,29,
40368:17,302,654,76,616,58,8,866,84,29,
40427:97926,80594,71113,70134,7006,69106,6733,59329,58005,5258,
40431:17,302,654,76,616,58,8,866,84,29,
40468:17,302,654,76,616,58,8,866,84,29,
40472:64534,61181,58968,57699,574,56074,50688,5023,47973,46525,
40480:17,302,654,76,616,58,8,866,84,29,
40489:17,302,654,76,616,58,8,866,84,29,
40493:52653,30646,14081,82895,94658,56733,4673,102032,5538,15596,
40507:17,302,654,76,616,58,8,866,84,29,
40512:17,302,654,76,616,58,8,866,84,29,
40538:17,302,654,76,616,58,8,866,84,29,
40563:17,302,654,76,616,58,8,866,84,29,
40586:22070,25549,1285,486,1208,17,2369,813,53184,21194,
40610:17,302,654,76,616,58,8,866,84,29,
40638:17,302,654,76,616,58,8,866,84,29,
40642:17,302,654,76,616,58,8,866,84,29,
40647:17,302,654,76,616,58,8,866,84,29,
40659:26909,1712,4755,1352,10041,7334,4825,4261,3107,1527,
40682:39735,63232,1081,13660,2675,719,42217,52379,2155,19204,
40688:17,302,654,76,616,58,8,866,84,29,
40712:17,302,654,76,616,58,8,866,84,29,
40727:17,302,654,76,616,58,8,866,84,29,
40750:17,302,654,76,616,58,8,866,84,29,
40761:17,302,654,76,616,58,8,866,84,29,
40782:113143,3544,55113,67148,90350,301,354,4456,4971,17,
40789:17,11524,2140,245,273,4268,1069,12160,16026,5084,
40790:22816,12080,21981,9095,39250,120355,76,21443,117815,26945,
40801:38496,29936,8,75001,13227,7959,7889,15065,78300,17646,
40852:17,302,654,76,616,58,8,866,84,29,
40864:17,302,654,76,616,58,8,866,84,29,
40905:17,302,654,76,616,58,8,866,84,29,
40924:3489,17,115283,944,119433,6007,79305,17,302,654,
40926:17,302,654,76,616,58,8,866,84,29,
40952:57175,17,302,654,76,616,58,8,866,84,
40960:5565,68379,89139,17,302,654,76,616,58,8,
41019:111946,114419,33124,4108,48850,56795,68575,75127,87490,98532,
41025:17,302,654,76,616,58,8,866,84,29,
41027:17,302,654,76,616,58,8,866,84,29,
41055:17,302,654,76,616,58,8,866,84,29,
41077:17,302,654,76,616,58,8,866,84,29,
41080:29486,63358,75149,58523,774,2403,2714,2696,1827,3207,
41089:1295,15423,19070,224,33924,1512,52798,85054,9875,17,
41119:17,302,654,76,616,58,8,866,84,29,
41128:17,302,654,76,616,58,8,866,84,29,
41147:17,302,654,76,616,58,8,866,84,29,
41153:17,302,654,76,616,58,8,866,84,29,
41159:302,1109,1550,39,616,8588,15423,17,2200,301,
41174:117946,4657,40763,6311,42865,508,68408,21684,30490,7926,
41176:17,302,654,76,616,58,8,866,84,29,
41181:17,302,654,76,616,58,8,866,84,29,
41184:17,302,654,76,616,58,8,866,84,29,
41226:90305,4542,11933,34942,91493,101688,13198,30349,60192,17,
41227:361,354,1102,970,111058,123170,302,398,4275,70,
41237:17,302,654,76,616,58,8,866,84,29,
41253:35632,13342,92926,25003,48211,1558,14902,245,49996,301,
41261:28129,120372,19871,7021,17646,2031,2512,27296,11717,109900,
41286:18414,102613,33279,43326,78047,91112,92774,1193,13789,80425,
41297:4422,39249,3476,32969,6210,69005,16517,71485,763,109236,
41300:17,302,654,76,616,58,8,866,84,29,
41301:53529,103264,68052,83913,6381,32458,32713,3506,3618,40729,
41302:17,302,654,76,616,58,8,866,84,29,
41310:8194,37121,21071,6159,107634,40541,650,76,108759,17396,
41337:17,302,654,76,616,58,8,866,84,29,
41399:49704,50656,52600,52783,5413,546,54738,5542,568,57164,
41401:17,302,654,76,616,58,8,866,84,29,
41402:1352,10041,4755,12990,3172,8848,5624,189,2880,1712,
41410:17,302,654,76,616,58,8,866,84,29,
41424:2450,65445,16515,17,2200,327,642,75294,17,302,
41430:11772,120638,352,81,108710,121956,2292,500,59198,8586,
41462:17,302,654,76,616,58,8,866,84,29,
41464:46400,51905,53789,20248,30137,35229,1326,13366,1966,168,
41465:17,302,654,76,616,58,8,866,84,29,
41483:25462,27411,17,302,654,76,616,58,8,866,
41484:53277,3235,18293,182,1772,3265,33390,33805,650,3593,
41485:3661,3476,262,568,2955,81,1744,4671,43437,683,
41493:17,302,654,76,616,58,8,866,84,29,
41508:41526,101783,78145,1127,11973,13895,7024,10793,3599,44479,
41509:17,302,654,76,616,58,8,866,84,29,
41510:93011,119777,75597,8272,1166,22741,24009,40041,60915,6353,
41575:20405,2833,119701,3902,17,302,654,76,616,58,
41681:105900,21756,17,302,654,76,616,58,8,866,
41683:4933,495,4956,496,4967,4984,5000,50191,5025,50410,
41703:23494,51645,84903,6700,6938,22061,12937,4791,4798,48,
41792:1496,16894,62359,63218,36999,43522,48358,72682,17,302,
41813:17,302,654,76,616,58,8,866,84,29,
41814:3107,19336,19390,5624,10041,12990,21771,44899,500,55703,
41816:17,302,654,76,616,58,8,866,84,29,
41820:21219,92271,17,302,654,76,616,58,8,866,
41846:518,6129,84,32,17,698,46874,25746,955,209,
41859:100354,11916,15591,2071,24346,35847,59112,17,302,654,
41871:17,302,654,76,616,58,8,866,84,29,
41886:42260,44023,89437,111180,118815,1740,70112,17,302,654,
41888:17,302,654,76,616,58,8,866,84,29,
41901:3883,17,302,654,76,616,58,8,866,84,
41910:77029,76,749,7428,650,495,42439,394,357,32302,
41944:118823,11887,119673,40,42301,71644,1937,1950,39,47273,
41947:104852,105119,107090,87798,91266,37812,53976,87099,17,302,
41975:6503,18712,2048,15507,28012,1412,724,1360,13384,123073,
41979:17,302,654,76,616,58,8,866,84,29,
42005:54178,17,302,654,76,616,58,8,866,84,
42030:11767,226,81,616,564,24657,2029,986,58,17221,
42033:48092,17,302,654,76,616,58,8,866,84,
42040:17,302,654,76,616,58,8,866,84,29,
42045:55545,5101,50923,4954,4942,48021,46556,43716,4268,4103,
42086:17,302,654,76,616,58,8,866,84,29,
42105:37342,12808,31972,9435,38746,65886,781,25805,12065,47090,
42157:17,302,654,76,616,58,8,866,84,29,
42174:17,302,654,76,616,58,8,866,84,29,
42179:4941,32115,37386,5598,3367,2447,85749,8,120535,1606,
42184:17,302,654,76,616,58,8,866,84,29,
42193:16947,14451,1790,802,51148,5099,4880,4646,46365,4513,
42229:85314,38682,59549,65978,69021,20401,534,71123,52131,76123,
42238:17,302,654,76,616,58,8,866,84,29,
42270:17,302,654,76,616,58,8,866,84,29,
42278:1684,17,21001,225,32827,54620,654,70086,74445,94695,
42309:40652,18994,52443,65139,69859,26741,78944,4320,30598,40740,
42310:5145,441,2302,1340,710,80793,16465,82116,51578,42983,
42313:17,302,654,76,616,58,8,866,84,29,
42365:2200,17,486,568,8699,1312,1382,25194,35559,38737,
42436:14762,26191,8058,17,302,654,76,616,58,8,
42461:10470,11671,17,46118,48725,52060,17,302,654,76,
42462:105848,122573,46623,82837,17,302,654,76,616,58,
42470:17,302,654,76,616,58,8,866,84,29,
42490:17,302,654,76,616,58,8,866,84,29,
42495:17,302,654,76,616,58,8,866,84,29,
42500:1097,27688,37196,616,98019,10639,1886,43092,84806,952,
42556:17,302,654,76,616,58,8,866,84,29,
42568:17,302,654,76,616,58,8,866,84,29,
42571:4370,104539,10115,190,2140,238,29803,327,4414,45,
42583:108498,1730,33210,3759,48165,84982,17,302,654,76,
42590:17,302,654,76,616,58,8,866,84,29,
42622:17,302,654,76,616,58,8,866,84,29,
42625:5404,508,4996,49643,4671,4664,45848,45268,4268,407,
42651:109414,1327,40987,50281,66027,81185,17,302,654,76,
42654:17,302,654,76,616,58,8,866,84,29,
42697:17,302,654,76,616,58,8,866,84,29,
42698:1326,17,22584,30736,42330,49639,17,302,654,76,
42699:17,302,654,76,616,58,8,866,84,29,
42700:19845,62468,35127,22155,17321,27473,486,485,45,449,
42703:80580,40256,106744,113967,48511,14367,14425,88015,87619,38013,
42775:23911,11300,53519,65327,19350,86058,86808,99983,17,302,
42790:17,302,654,76,616,58,8,866,84,29,
42824:17,302,654,76,616,58,8,866,84,29,
42829:106322,110895,17,51883,80422,17,302,654,76,616,
42833:17,302,654,76,616,58,8,866,84,29,
42864:10647,441,4513,9661,51722,32713,29375,3618,13196,15247,
42865:17,302,654,76,616,58,8,866,84,29,
42876:17,302,654,76,616,58,8,866,84,29,
42919:38053,37606,36335,6855,34755,70168,43014,26156,25737,45138,
42945:138,23958,59031,67111,77407,84696,15139,229,48553,901,
42959:1913,2265,6387,22507,35268,40263,27927,48061,31633,5886,
42976:17,302,654,76,616,58,8,866,84,29,
42989:19814,141,52650,92305,554,398,356,83171,63880,4106,
43012:73956,60144,1243,55580,28536,19978,20035,53377,62244,11980,
43049:5738,661,2351,68014,11898,1867,760,16188,61041,7838,
